open,high,low,close,volume,^GSPC_EMA_5,^GSPC_EMA_10,^GSPC_EMA_20,^GSPC_EMA_50,^GSPC_EMA_100,^GSPC_EMA_200,^GSPC_SMA_200,^GSPC_MACD_12_26_9,^GSPC level 50,^GSPC % from high,date
448.8800048828125,449.7999877929688,448.2999877929688,448.760009765625,232730000,449.6545740683517,449.8429546134296,448.3994417572162,443.6749483366942,437.271092752932,427.99758862627846,425.2877995300293,2.259064906684216,1.0,-0.0175146681604306,1993-03-23
448.7099914550781,450.8999938964844,446.1000061035156,448.0700073242188,274300000,449.1263851536408,449.52060056084576,448.3680670493117,443.8473035911069,437.4849326454327,428.197314185462,425.47784957885744,1.9658778392541765,1.0,-0.0190253136343203,1993-03-24
448.0899963378906,451.75,447.9299926757813,450.8800048828125,251530000,449.7109250633647,449.7677649830215,448.6072992239308,444.1230957986248,437.7501816006283,428.42301260036095,425.6959996032715,1.937929055038694,1.0,-0.0128732917880216,1993-03-25
450.9100036621094,452.0899963378906,447.6900024414063,447.7799987792969,226650000,449.0672829686754,449.40635294598064,448.5285087053942,444.2665037586512,437.94879184179,428.61561942801205,425.8896496582031,1.6466532636487727,1.0,-0.0196602390628198,1993-03-26
447.760009765625,452.80999755859375,447.75,450.7699890136719,199970000,449.6348516503409,449.6542867764699,448.7419830204682,444.52154239610303,438.2026769343025,428.8360609164266,426.09469955444337,1.6381981949184592,1.0,-0.013114153218069,1993-03-29
450.7900085449219,452.05999755859375,449.6300048828125,451.9700012207031,231190000,450.41323484046166,450.0753257663305,449.0494133252525,444.81363882059713,438.4752972172015,429.0662493771657,426.3030995178223,1.7086323975293,1.0,-0.0104869262687418,1993-03-30
451.9700012207031,454.8800048828125,451.6700134277344,451.6700134277344,279190000,450.8321610362193,450.3652689774948,449.2989942873936,445.0825162561711,438.73657872632094,429.2911624522957,426.51984954833983,1.7204136451780982,1.0,-0.0111436995994952,1993-03-31
451.6700134277344,452.6300048828125,449.6000061035156,450.2999877929688,234530000,450.65476995513575,450.35339967121735,449.39432700221033,445.2871229831044,438.9655571236803,429.50020549051146,426.7600494384766,1.60074831967745,1.0,-0.0141431426450205,1993-04-01
450.2799987792969,450.2799987792969,440.7099914550781,441.3900146484375,323330000,447.5665181862364,448.7236933034392,448.63201153994623,445.1342952052743,439.0135661835765,429.6185120492968,426.9621995544434,0.7779842004800912,1.0,-0.0336500455131223,1993-04-02
441.4200134277344,442.4299926757813,440.5299987792969,442.2900085449219,296080000,445.8076816391316,447.5539324382542,448.0280112547058,445.0227545519272,439.07844623033577,429.7445965915419,427.1552995300293,0.1962969056663155,0.0,-0.0316796587077052,1993-04-05
442.2900085449219,443.3800048828125,439.4800109863281,441.1600036621094,293680000,444.2584556467909,446.39139993350057,447.3739152935062,444.8712741248755,439.1196651893808,429.8581827315475,427.3440995788574,-0.3518208448043651,0.0,-0.0341536162754712,1993-04-06
441.1600036621094,442.7300109863281,440.5,442.7300109863281,300000000,443.7489740933033,445.7256928521965,446.9316386928225,444.7873030214031,439.19115718536,429.98626062463,427.5375495910645,-0.6520057249242655,0.0,-0.030716346613829,1993-04-07
442.7099914550781,443.7699890136719,440.0199890136719,441.8399963378906,284370000,443.1126481748325,445.0192025768681,446.4467203733052,444.6717223671477,439.24360944580616,430.1042082436674,427.7275495910645,-0.9507613639258352,0.0,-0.0326648855169922,1993-04-08
441.8399963378906,448.3699951171875,441.8399963378906,448.3699951171875,259690000,444.8650971556176,445.6284375841989,446.62988939653206,444.8167526710709,439.4243299541504,430.28595736678704,427.95379959106447,-0.6530827013884846,1.0,-0.0183685403035669,1993-04-12
448.4100036621094,450.3999938964844,447.6600036621094,449.2200012207031,286690000,446.3167318439795,446.2814491544724,446.87656671311976,444.98942908478193,439.61830364259697,430.4743558130947,428.1826495361328,-0.3446093854290666,1.0,-0.0165075934488898,1993-04-13
449.2200012207031,450.0,448.0199890136719,448.6600036621094,257340000,447.0978224500228,446.7139136104064,447.0464178511188,445.1333731858536,439.7973472073398,430.65530753298543,428.38124954223633,-0.1436730099591159,1.0,-0.0177336148750674,1993-04-14
448.6000061035156,449.1099853515625,446.3900146484375,448.3999938964844,259500000,447.5318795988434,447.02047366242056,447.1753298554394,445.2614759588195,439.9676966467288,430.8318715764034,428.5825494384766,-0.005348446265259,1.0,-0.0183028629704915,1993-04-15
448.4100036621094,449.3900146484375,447.6700134277344,448.9400024414063,305160000,448.0012538796977,447.3694788949634,447.3433939112457,445.40573189931314,440.1453660684055,431.01205198302034,428.7628494262696,0.1461640553264942,1.0,-0.0171206041619785,1993-04-16
448.9400024414063,449.1400146484375,445.8500061035156,447.4599914550781,244710000,447.8208330714912,447.3859357240752,447.35449843922976,445.4862910975785,440.2902101354683,431.17571307229457,428.94129943847656,0.1451411895122873,1.0,-0.0203608418243946,1993-04-19
447.4599914550781,447.4599914550781,441.80999755859375,445.1000061035156,317990000,446.9138907488327,446.9703121567008,447.1397848834474,445.4711426664388,440.3854536199841,431.3142632517097,429.0975994873047,-0.0455751714583811,1.0,-0.0255276368614065,1993-04-20
445.0899963378906,445.7699890136719,443.0799865722656,443.6300048828125,287300000,445.819262126826,446.3629835614484,446.8055201214822,445.398941184728,440.4497021598421,431.4368079445565,429.2699494934082,-0.3117425012612216,1.0,-0.0287459598084119,1993-04-21
443.5499877929688,445.7300109863281,439.4599914550781,439.4599914550781,310390000,443.6995052362434,445.1078940875629,446.105945962777,445.16604119533,440.43010392806457,431.5166406163031,429.4158494567871,-0.8493761812250114,1.0,-0.0378755099848253,1993-04-22
439.489990234375,439.489990234375,436.8200073242188,437.0299987792969,259810000,441.4763364172613,443.6391858496963,445.2415700405408,444.8469807084268,440.3627751132375,431.57149990150697,429.529849395752,-1.4547652187948188,0.0,-0.0431955744033986,1993-04-23
437.0299987792969,438.3500061035156,432.2999877929688,433.5400085449219,283260000,438.83089379314816,441.8029717942827,444.1271356123866,444.40357003534814,440.227670824756,431.5910870521877,429.62444946289065,-2.1908981276809527,0.0,-0.0508363270081763,1993-04-26
433.5199890136719,438.0199890136719,433.1400146484375,438.010009765625,284140000,438.5572657839738,441.1133423345268,443.5445521984093,444.1528421816335,440.1837567443772,431.6549569299334,429.7401495361328,-2.386091641223004,0.0,-0.0410500035010094,1993-04-27
438.010009765625,438.7999877929688,436.6799926757813,438.0199890136719,267980000,438.3781735272065,440.5509144580077,443.0184033236724,443.91233813583113,440.1409098586206,431.718290582508,429.8418495178223,-2.511033039268227,0.0,-0.0410281555987555,1993-04-28
438.0199890136719,438.9599914550781,435.5899963378906,438.8900146484375,249760000,438.5487872342835,440.2489326744494,442.6252234498405,443.7153842735804,440.1161396564388,431.7896510209749,429.9507995605469,-2.5109020835186584,0.0,-0.0391233793132569,1993-04-29
438.8900146484375,442.2900085449219,438.8900146484375,440.1900024414063,247460000,439.0958589699911,440.23821808662336,442.39329763951343,443.577134005652,440.117602285844,431.8732366072479,430.0640495300293,-2.3784824841787326,0.0,-0.0362772724624497,1993-04-30
440.1900024414063,442.5899963378906,438.25,442.4599914550781,224970000,440.21723646502016,440.6421768808879,442.399649431472,443.5333244938648,440.16398622978926,431.978577451505,430.1982495117188,-2.06654797666306,0.0,-0.0313075094246638,1993-05-03
442.5799865722656,445.1900024414063,442.4500122070313,444.0499877929688,268310000,441.4948202410031,441.26177886490257,442.5568245135193,443.553585799712,440.2409367557928,432.09869098724096,430.3497494506836,-1.6717671249980413,0.0,-0.0278264771453571,1993-05-04
443.9800109863281,446.0899963378906,443.760009765625,444.5199890136719,274240000,442.5032098318927,441.8541807101333,442.7437925611529,443.5914839649653,440.3256704638696,432.22228599247904,430.5035493469238,-1.305921435859716,1.0,-0.0267974877184055,1993-05-05
444.6000061035156,444.80999755859375,442.8999938964844,443.260009765625,255460000,442.7554764764702,442.10978599295,442.7929561044359,443.57848497675593,440.3837761926172,432.3321140897243,430.6651994323731,-1.1049190674518172,0.0,-0.0295560025207267,1993-05-06
443.2799987792969,443.7000122070313,441.6900024414063,442.30999755859375,223570000,442.60698350384473,442.1461880957943,442.74696005245096,443.5287403721222,440.42191918996326,432.4313965123001,430.8163494873047,-1.0106313586623514,0.0,-0.0316358960900405,1993-05-07
442.3399963378906,445.4200134277344,442.0499877929688,442.7999877929688,235580000,442.67131826688615,442.2650607680078,442.7520103134527,443.50016183960633,440.4690096573496,432.5345665747943,430.972349395752,-0.8861545156018451,0.0,-0.0305631440454243,1993-05-10
442.7999877929688,444.5700073242188,441.5199890136719,444.3599853515625,218480000,443.2342072951116,442.6459561468359,442.90515079327264,443.53388040870266,440.54605868099736,432.65223243326966,431.1364492797852,-0.6540870468135722,0.0,-0.0271477890991929,1993-05-11
444.3200073242188,445.1600036621094,442.8699951171875,444.7999877929688,255680000,443.7561341277307,443.03759826431457,443.0856114599104,443.5835316786739,440.6302949010364,432.7731056209284,431.2728492736816,-0.42971391159017,0.0,-0.0261844770053166,1993-05-12
444.75,444.75,439.2300109863281,439.2300109863281,293920000,442.2474264139299,442.345309668317,442.71841141480735,443.4128053770133,440.6025665066857,432.8373534355095,431.35784927368167,-0.6933546031946207,0.0,-0.0383790139340174,1993-05-13
439.2200012207031,439.8200073242188,438.1000061035156,439.55999755859375,252910000,441.3516167954846,441.8388892847309,442.417610095168,443.2617148743303,440.5819215770205,432.9042454168337,431.436049194336,-0.8656855084795438,0.0,-0.0376565632701886,1993-05-14
439.55999755859375,440.3800048828125,437.8299865722656,440.3699951171875,227580000,441.0244095693856,441.5718176179048,442.2225991448841,443.1483140995404,440.5777250134594,432.978531483504,431.5168492126465,-0.9262220477353368,0.0,-0.0358832084639976,1993-05-17
440.3900146484375,441.260009765625,437.9500122070313,440.3200073242188,264300000,440.7896088209967,441.3442157463255,442.0413999238684,443.0374001083513,440.5726216928804,433.05158099435687,431.5929992675781,-0.9670833534548252,0.0,-0.0359926484147375,1993-05-18
440.3200073242188,447.8599853515625,436.8599853515625,447.5700073242188,342420000,443.0497416554041,442.476177851397,442.56793396199697,443.2151494109344,440.7111837845901,433.1960429478879,431.70904937744143,-0.4097287257027915,1.0,-0.0201199803943472,1993-05-19
447.5700073242188,450.5899963378906,447.3599853515625,450.5899963378906,289160000,445.5631598828997,443.951417576214,443.3319399025583,443.5043590943444,440.9068038351505,433.36911711097247,431.85104934692384,0.2725252056858949,1.0,-0.0135082172165211,1993-05-20
450.5899963378906,450.5899963378906,444.8900146484375,445.8399963378906,279120000,445.65543870123,444.29479553288246,443.57080242020896,443.5959527117384,441.0044908154029,433.4932054614891,431.9772993469238,0.4250315598429779,1.0,-0.0239075514367768,1993-05-21
445.8399963378906,448.4400024414063,445.260009765625,448.0,197990000,446.4369591341533,444.9684690723584,443.9926307611415,443.76866044853296,441.1430157497513,433.6375516758027,432.12289932250974,0.7119809150934202,1.0,-0.0191785830158817,1993-05-24
448.0,449.0400085449219,447.7000122070313,448.8500061035156,222090000,447.2413081239408,445.6742030780233,444.45523793660567,443.9679289055911,441.2956294201229,433.7889193815511,432.2700492858887,0.9964917980903464,1.0,-0.0173176361612046,1993-05-25
448.8500061035156,453.510009765625,448.8200073242188,453.4400024414063,274230000,449.307539563096,447.0861665986384,445.3109297942057,444.3393827697407,441.53611205420776,433.98445254632577,432.4427493286133,1.574196707186445,1.0,-0.0072686033217364,1993-05-26
453.4400024414063,454.5499877929688,451.1400146484375,452.4100036621094,300810000,450.34169426276713,448.0541369738149,445.9870320673394,444.65587770669634,441.7514366405029,434.16779136339824,432.6158993530273,1.926709805056476,1.0,-0.0095236141748655,1993-05-27
452.4100036621094,452.4100036621094,447.6700134277344,450.1900024414063,207820000,450.2911303223136,448.44247614974057,446.3873149601077,444.8729022060968,441.9185369533921,434.32721634924906,432.77819931030274,2.003844359228367,1.0,-0.0143839372619113,1993-05-28
450.2300109863281,455.6300048828125,450.2300109863281,453.8299865722656,229690000,451.4707490722976,449.42202349929056,447.0961408279323,445.22416041653474,442.1544072428747,434.5212737644034,432.9477992248535,2.3318106857936414,1.0,-0.0064147979917568,1993-06-01
453.8299865722656,454.5299987792969,452.6799926757813,453.8500061035156,295560000,452.2638347493703,450.2271112455133,447.7393660922736,445.5624288748477,442.38600325991706,434.71359945932,433.1133493041992,2.563788018948287,1.0,-0.0063709685609354,1993-06-02
453.8399963378906,453.8500061035156,451.1199951171875,452.489990234375,285570000,452.3392199110385,450.6385437889427,448.1918064867594,445.8340979477704,442.5860822099063,434.8904789695196,433.26909927368166,2.6078283899050234,1.0,-0.0093484968910502,1993-06-03
452.4299926757813,452.4299926757813,448.9200134277344,450.05999755859375,226440000,451.5794791268903,450.53335356524286,448.3697294459817,445.999819501136,442.73408053364267,435.04141945299295,433.4284492492676,2.4187685424167285,1.0,-0.0146685613096233,1993-06-04
450.0700073242188,450.75,447.3200073242188,447.6900024414063,236920000,450.2829868983956,450.0163806336362,448.304993540784,446.0661011850682,442.8322176011232,435.1672760001413,433.57559921264647,2.0540209768605564,1.0,-0.0198572710620459,1993-06-07
447.6499938964844,447.6499938964844,444.30999755859375,444.7099914550781,240640000,448.4253217506232,449.0515826011711,447.9626123897645,446.0129204113431,442.8694012417955,435.2622283927278,433.7248991394043,1.5071207715825494,1.0,-0.0263815090045427,1993-06-08
444.7099914550781,447.3900146484375,444.6600036621094,445.7799987792969,249030000,447.5435474268478,448.4567491790121,447.7547444268628,446.00378622969424,442.9270368365976,435.36688282443504,433.90019912719725,1.1468192489054445,1.0,-0.0240389061029275,1993-06-09
445.7799987792969,446.2200012207031,444.0899963378906,445.3800048828125,232600000,446.82236657883607,447.8973411251576,447.5285787560008,445.979324216091,442.9756104612751,435.4665158797423,434.06904922485353,0.8195542208901543,1.0,-0.0249146261483177,1993-06-10
445.3800048828125,448.1900024414063,445.3800048828125,447.260009765625,256750000,446.9682476410991,447.78146269615166,447.5030007569174,446.0295471788178,443.0604500514602,435.5838640776117,434.2377992248535,0.7037822469043249,1.0,-0.0207986684405114,1993-06-11
447.260009765625,448.6400146484375,447.2300109863281,447.7099914550781,210440000,447.2154955790921,447.7684679250474,447.5227141567422,446.0954469543575,443.1525201782645,435.7045220614672,434.4086991882325,0.6409533736022581,1.0,-0.0198135084443812,1993-06-14
447.7300109863281,448.2799987792969,446.1799926757813,446.2699890136719,234110000,446.9003267239521,447.4960172138882,447.40340700025934,446.1022917409973,443.2142522344112,435.8096510858672,434.5658491516113,0.4695521712892514,1.0,-0.0229661540583112,1993-06-15
446.2699890136719,447.4299926757813,443.6099853515625,447.4299926757813,267500000,447.0768820412285,447.4840127524142,447.4059389693567,446.1543584443222,443.29773224315113,435.92527637531913,434.73284912109375,0.422448362793034,1.0,-0.02042651915747,1993-06-16
447.4299926757813,448.9800109863281,446.9100036621094,448.5400085449219,239810000,447.564590875793,447.6760119874156,447.51394559560094,446.24791335022815,443.4015396946713,436.05079609839976,434.89519912719726,0.4692777176315417,1.0,-0.0179963242073687,1993-06-17
448.5400085449219,448.5899963378906,443.6799926757813,443.6799926757813,300500000,446.2697248091224,446.9494630216639,447.1488072222848,446.1472105786812,443.4070536150893,436.1267085021548,435.0236990356445,0.1129259152786517,1.0,-0.0286365198576719,1993-06-18
443.6799926757813,446.2200012207031,443.6799926757813,446.2200012207031,223650000,446.2531502796494,446.8168336033074,447.06034950784846,446.1500651136624,443.4627555478737,436.22713927547375,435.1648989868164,0.0350677669869696,1.0,-0.0230755940090513,1993-06-21
446.25,446.2900085449219,444.9400024414063,445.9299926757813,259530000,446.1454310783601,446.6555897983026,446.952696476223,446.14143482198085,443.5116117286244,436.3236850804519,435.309149017334,-0.0494664241981013,1.0,-0.0237105194375507,1993-06-22
445.9599914550781,445.9599914550781,443.1900024414063,443.1900024414063,278260000,445.1602881993755,446.02548300613967,446.5943446633833,446.02569237568383,443.5052432278874,436.3920066462326,435.452899017334,-0.3337079154846947,1.0,-0.0297092719022881,1993-06-23
443.0400085449219,447.2099914550781,442.5,446.6199951171875,267450000,445.6468571719795,446.1335761172393,446.5967875637456,446.0489983655467,443.56692148312106,436.4937776757943,435.6041990661621,-0.2789836520088897,1.0,-0.022199873963661,1993-06-24
446.6199951171875,448.6400146484375,446.6199951171875,447.6000061035156,210430000,446.2979068158249,446.40019975110766,446.69233218658087,446.10982219840827,443.64678454491104,436.6042874113936,435.7424490356445,-0.1547517013506194,1.0,-0.0200543030612719,1993-06-25
447.6000061035156,451.8999938964844,447.6000061035156,451.8500061035156,242090000,448.1486065783885,447.3910736333637,447.1835392262889,446.334927449589,443.80922457577446,436.7559861048475,435.9037991333008,0.2833759147075625,1.0,-0.0107496356010431,1993-06-28
451.8900146484375,451.8999938964844,449.6700134277344,450.6900024414063,276310000,448.99573853272784,447.9908788711896,447.5174881039192,446.5057147041701,443.9454776028167,436.8946330335695,436.0308992004395,0.5308730321381177,1.0,-0.0132892705018844,1993-06-29
450.6900024414063,451.4700012207031,450.1499938964844,450.5299987792969,281120000,449.5071586149176,448.4525370363,447.80439388252654,446.66352976593976,444.07586416076674,437.0303083146216,436.1846992492676,0.7059673701033375,1.0,-0.0136395718826718,1993-06-30
450.5400085449219,451.1499938964844,448.7099914550781,449.0199890136719,292040000,449.3447687478357,448.55571012309485,447.92016484739753,446.7559399325175,444.17376762320055,437.1496086200848,436.33019912719726,0.7146477120477925,1.0,-0.0169454868781632,1993-07-01
449.0199890136719,449.0199890136719,445.2000122070313,445.8399963378906,220750000,448.1765112778541,448.06194398033045,447.7220535607778,446.7200205758655,444.20676225121423,437.236080139665,436.4597491455078,0.4596297868758938,1.0,-0.0239075514367768,1993-07-02
445.8599853515625,446.8699951171875,441.4200134277344,441.4299926757813,234810000,445.9276717438298,446.8561346522306,447.1228096669686,446.5125685013524,444.1517767150671,437.2778106126612,436.5522491455078,-0.097203692066671,1.0,-0.033562520277793,1993-07-06
441.3999938964844,443.6300048828125,441.3999938964844,442.8299865722656,253170000,444.8951100199752,446.12410772860056,446.7139693722349,446.3681535237411,444.1256026528333,437.3330561445976,436.65569900512696,-0.4206810790734039,0.0,-0.030497466712349,1993-07-07
442.8399963378906,448.6400146484375,442.8399963378906,448.6400146484375,282910000,446.143411562796,446.5815453503891,446.8974022556828,446.4572461168665,444.214996949776,437.4455631943871,436.8131990051269,-0.2058456687536249,1.0,-0.0177773774927321,1993-07-08
448.6400146484375,448.9400024414063,446.739990234375,448.1099853515625,235210000,446.7989361590516,446.8594435324206,447.0128863600523,446.52205942018793,444.2921254329796,437.5516768476924,436.9665489196777,-0.0774630470999113,1.0,-0.018937788398991,1993-07-09
448.1300048828125,449.1099853515625,447.7099914550781,448.9800109863281,202310000,447.5259611014771,447.2450012513129,447.20023156255473,446.61844967768366,444.3849548498776,437.665391615241,437.11909896850585,0.0934081520927065,1.0,-0.0170330121134926,1993-07-12
